index,key_column,county,year,case,state,fips,precipitation,temp,population,rate,tempchg_c,tempchg,slope,bin
210.0,211.0,glenn,2001,0.0,California,6021.0,0.17,74.60000000000001,26450.0,0.0,0.4420068492016159,0.7956123285629086,0.007505776684555742,"(-inf, 0.0]"
211.0,212.0,glenn,2002,2.0,California,6021.0,0.0033333333333333335,75.8,26651.0,7.504408840193614,0.4461767251374802,0.8031181052474644,0.007505776684555742,"(-inf, 0.0]"
212.0,213.0,glenn,2003,0.0,California,6021.0,0.18666666666666668,76.2,27016.0,0.0,0.4503466010733445,0.8106238819320202,0.007505776684555742,"(-inf, 0.0]"
213.0,214.0,glenn,2004,1.0,California,6021.0,0.0033333333333333335,75.13333333333334,27122.0,3.6870437283386184,0.45451647700920883,0.8181296586165759,0.007505776684555742,"(-inf, 0.0]"
214.0,215.0,glenn,2005,0.0,California,6021.0,0.33666666666666667,74.63333333333333,27393.0,0.0,0.45868635294507315,0.8256354353011317,0.007505776684555742,"(-inf, 0.0]"
215.0,216.0,glenn,2006,1.0,California,6021.0,0.08,76.5,27652.0,3.616374945754376,0.4628562288809374,0.8331412119856874,0.007505776684555742,"(-inf, 0.0]"
216.0,217.0,glenn,2007,0.0,California,6021.0,0.09666666666666668,74.66666666666667,27775.0,0.0,0.46702610481680173,0.8406469886702431,0.007505776684555742,"(-inf, 0.0]"
217.0,218.0,glenn,2008,0.0,California,6021.0,0.006666666666666667,75.93333333333334,28019.0,0.0,0.47119598075266605,0.8481527653547989,0.007505776684555742,"(-inf, 0.0]"
218.0,219.0,glenn,2009,0.0,California,6021.0,0.43,74.56666666666666,28100.0,0.0,0.4753658566885304,0.8556585420393547,0.007505776684555742,"(-inf, 0.0]"
219.0,220.0,glenn,2010,0.0,California,6021.0,0.030000000000000002,74.3,28127.0,0.0,0.47953573262439464,0.8631643187239104,0.007505776684555742,"(-inf, 0.0]"
220.0,221.0,glenn,2011,0.0,California,6021.0,0.6533333333333333,73.06666666666666,28139.0,0.0,0.4837056085602589,0.8706700954084661,0.007505776684555742,"(-inf, 0.0]"
221.0,222.0,glenn,2012,0.0,California,6021.0,0.03333333333333333,74.8,27851.0,0.0,0.4878754844961232,0.8781758720930218,0.007505776684555742,"(-inf, 0.0]"
222.0,223.0,glenn,2013,0.0,California,6021.0,0.1366666666666667,75.93333333333334,27809.0,0.0,0.49204536043198754,0.8856816487775776,0.007505776684555742,"(-inf, 0.0]"
223.0,224.0,glenn,2014,0.0,California,6021.0,0.08,77.13333333333334,27831.0,0.0,0.49621523636785186,0.8931874254621334,0.007505776684555742,"(-inf, 0.0]"
224.0,225.0,glenn,2015,0.0,California,6021.0,0.09000000000000001,77.13333333333334,27753.0,0.0,0.5003851123037162,0.9006932021466891,0.007505776684555742,"(-inf, 0.0]"
225.0,226.0,glenn,2016,0.0,California,6021.0,0.15,76.0,27840.0,0.0,0.5045549882395804,0.9081989788312448,0.007505776684555742,"(-inf, 0.0]"
226.0,227.0,glenn,2017,2.0,California,6021.0,0.05666666666666667,78.3,27926.0,7.161784716751415,0.5087248641754447,0.9157047555158006,0.007505776684555742,"(-inf, 0.0]"
227.0,228.0,glenn,2018,0.0,California,6021.0,0.0033333333333333335,76.4,27967.0,0.0,0.5128947401113091,0.9232105322003563,0.007505776684555742,"(-inf, 0.0]"
228.0,229.0,glenn,2019,2.0,California,6021.0,0.023333333333333334,76.7,28393.0,7.043989715775014,0.5170646160471734,0.9307163088849121,0.007505776684555742,"(-inf, 0.0]"
229.0,230.0,glenn,2020,1.0,California,6021.0,0.08666666666666667,77.63333333333334,28896.0,3.460686600221484,0.5212344919830377,0.9382220855694678,0.007505776684555742,"(-inf, 0.0]"
230.0,231.0,glenn,2021,3.0,California,6021.0,0.023333333333333334,79.46666666666667,28664.0,10.466089868825007,0.5254043679189019,0.9457278622540235,0.007505776684555742,"(-inf, 0.0]"
