year,fips,month,temp
1905,06107,Aug,0.02
1906,06107,Aug,0.03
1907,06107,Aug,0.01
1908,06107,Aug,0.05
1909,06107,Aug,0.08
1910,06107,Aug,0
1911,06107,Aug,0
1912,06107,Aug,0
1913,06107,Aug,0.9
1914,06107,Aug,0
1915,06107,Aug,0
1916,06107,Aug,0.56
1917,06107,Aug,0.04
1918,06107,Aug,0.23
1919,06107,Aug,0
1920,06107,Aug,0.48
1921,06107,Aug,0.04
1922,06107,Aug,0.15
1923,06107,Aug,0.13
1924,06107,Aug,0
1925,06107,Aug,0.28
1926,06107,Aug,0.01
1927,06107,Aug,0.01
1928,06107,Aug,0
1929,06107,Aug,0.06
1930,06107,Aug,0.03
1931,06107,Aug,0.66
1932,06107,Aug,0.01
1933,06107,Aug,0.22
1934,06107,Aug,0.08
1935,06107,Aug,0.36
1936,06107,Aug,0.45
1937,06107,Aug,0
1938,06107,Aug,0.05
1939,06107,Aug,0.21
1940,06107,Aug,0
1941,06107,Aug,0.41
1942,06107,Aug,0.11
1943,06107,Aug,0
1944,06107,Aug,0
1945,06107,Aug,0.27
1946,06107,Aug,0.19
1947,06107,Aug,0.08
1948,06107,Aug,0
1949,06107,Aug,0.34
1950,06107,Aug,0.09
1951,06107,Aug,0
1952,06107,Aug,0.01
1953,06107,Aug,0.09
1954,06107,Aug,0
1955,06107,Aug,0.07
1956,06107,Aug,0
1957,06107,Aug,0
1958,06107,Aug,0.3
1959,06107,Aug,0.05
1960,06107,Aug,0
1961,06107,Aug,0.71
1962,06107,Aug,0
1963,06107,Aug,0.73
1964,06107,Aug,0.21
1965,06107,Aug,0.65
1966,06107,Aug,0.24
1967,06107,Aug,0.28
1968,06107,Aug,0.07
1969,06107,Aug,0.06
1970,06107,Aug,0.06
1971,06107,Aug,0.08
1972,06107,Aug,0.24
1973,06107,Aug,0.19
1974,06107,Aug,0.18
1975,06107,Aug,0.25
1976,06107,Aug,0.37
1977,06107,Aug,1.01
1978,06107,Aug,0.23
1979,06107,Aug,0.11
1980,06107,Aug,0.01
1981,06107,Aug,0.13
1982,06107,Aug,0.27
1983,06107,Aug,1.14
1984,06107,Aug,0.77
1985,06107,Aug,0
1986,06107,Aug,0.07
1987,06107,Aug,0.02
1988,06107,Aug,0.58
1989,06107,Aug,0.07
1990,06107,Aug,0.09
1991,06107,Aug,0.08
1992,06107,Aug,0.06
1993,06107,Aug,0.01
1994,06107,Aug,0.01
1995,06107,Aug,0.09
1996,06107,Aug,0.03
1997,06107,Aug,0
1998,06107,Aug,0.03
1999,06107,Aug,0.07
2000,06107,Aug,0.24
2001,06107,Aug,0
2002,06107,Aug,0
2003,06107,Aug,0.78
2004,06107,Aug,0.08
2005,06107,Aug,0.46
2006,06107,Aug,0
2007,06107,Aug,0.19
2008,06107,Aug,0.03
2009,06107,Aug,0.09
2010,06107,Aug,0.02
2011,06107,Aug,0.25
2012,06107,Aug,0.08
2013,06107,Aug,0.42
2014,06107,Aug,0.36
2015,06107,Aug,0
2016,06107,Aug,0.03
2017,06107,Aug,0.33
2018,06107,Aug,0
2019,06107,Aug,0
2020,06107,Aug,0
2021,06107,Aug,0
2022,06107,Aug,0.37
2023,06107,Aug,1.15
1895,06109,Aug,0.09
1896,06109,Aug,0.83
1897,06109,Aug,0.17
1898,06109,Aug,0.14
1899,06109,Aug,0.44
1900,06109,Aug,0.03
1901,06109,Aug,0.36
1902,06109,Aug,0.1
1903,06109,Aug,0
1904,06109,Aug,0.47
1905,06109,Aug,0.02
1906,06109,Aug,0.65
1907,06109,Aug,0.55
1908,06109,Aug,0.04
1909,06109,Aug,0.01
1910,06109,Aug,0
1911,06109,Aug,0
1912,06109,Aug,0
1913,06109,Aug,0.69
1914,06109,Aug,0.02
1915,06109,Aug,0.05
1916,06109,Aug,0.54
1917,06109,Aug,0.1
1918,06109,Aug,0.12
1919,06109,Aug,0
1920,06109,Aug,0.94
1921,06109,Aug,0.01
1922,06109,Aug,0.11
1923,06109,Aug,0.05
1924,06109,Aug,0
1925,06109,Aug,0.41
1926,06109,Aug,0.01
1927,06109,Aug,0.14
1928,06109,Aug,0
1929,06109,Aug,0.02
1930,06109,Aug,0.18
1931,06109,Aug,0.33
1932,06109,Aug,0.15
1933,06109,Aug,0.05
1934,06109,Aug,0.16
1935,06109,Aug,0.3
1936,06109,Aug,0.11
1937,06109,Aug,0
1938,06109,Aug,0.03
1939,06109,Aug,0.1
1940,06109,Aug,0.02
1941,06109,Aug,0.29
1942,06109,Aug,0.08
1943,06109,Aug,0
1944,06109,Aug,0
1945,06109,Aug,0.35
1946,06109,Aug,0.05
1947,06109,Aug,0.01
1948,06109,Aug,0
1949,06109,Aug,0.23
1950,06109,Aug,0.04
1951,06109,Aug,0.05
1952,06109,Aug,0.37
1953,06109,Aug,0.07
1954,06109,Aug,0
1955,06109,Aug,0.02
1956,06109,Aug,0.02
1957,06109,Aug,0
1958,06109,Aug,0.22
1959,06109,Aug,0.2
1960,06109,Aug,0.01
1961,06109,Aug,0.74
1962,06109,Aug,0.17
1963,06109,Aug,0.13
1964,06109,Aug,0.26
1965,06109,Aug,0.94
1966,06109,Aug,0.08
1967,06109,Aug,0.48
1968,06109,Aug,0.62
1969,06109,Aug,0.04
1970,06109,Aug,0.01
1971,06109,Aug,0.26
1972,06109,Aug,0.19
1973,06109,Aug,0.38
1974,06109,Aug,0.13
1975,06109,Aug,0.83
1976,06109,Aug,0.9
1977,06109,Aug,0.04
1978,06109,Aug,0.22
1979,06109,Aug,0.1
1980,06109,Aug,0.07
1981,06109,Aug,0.04
1982,06109,Aug,0.4
1983,06109,Aug,0.84
1984,06109,Aug,0.21
1985,06109,Aug,0.15
1986,06109,Aug,0.05
1987,06109,Aug,0.03
1988,06109,Aug,0.14
1989,06109,Aug,0.41
1990,06109,Aug,0.23
1991,06109,Aug,0.13
1992,06109,Aug,0.27
1993,06109,Aug,0
1994,06109,Aug,0
1995,06109,Aug,0.04
1996,06109,Aug,0.14
1997,06109,Aug,0.11
1998,06109,Aug,0.03
1999,06109,Aug,0.27
2000,06109,Aug,0.28
2001,06109,Aug,0.04
2002,06109,Aug,0.02
2003,06109,Aug,0.71
2004,06109,Aug,0.14
2005,06109,Aug,0.34
2006,06109,Aug,0.03
2007,06109,Aug,0.29
2008,06109,Aug,0.03
2009,06109,Aug,0.31
2010,06109,Aug,0.04
2011,06109,Aug,0.06
2012,06109,Aug,0.26
2013,06109,Aug,0.1
2014,06109,Aug,0.35
2015,06109,Aug,0.09
2016,06109,Aug,0.02
2017,06109,Aug,0.56
2018,06109,Aug,0.06
2019,06109,Aug,0
2020,06109,Aug,0.13
2021,06109,Aug,0.18
2022,06109,Aug,0.7
2023,06109,Aug,0.77
1895,06111,Aug,0.01
1896,06111,Aug,0.12
1897,06111,Aug,0.08
1898,06111,Aug,0.01
1899,06111,Aug,0
1900,06111,Aug,0
1901,06111,Aug,0.07
1902,06111,Aug,0
1903,06111,Aug,0
1904,06111,Aug,0.24
1905,06111,Aug,0
1906,06111,Aug,0.01
1907,06111,Aug,0
1908,06111,Aug,0.15
1909,06111,Aug,0.21
1910,06111,Aug,0
1911,06111,Aug,0
1912,06111,Aug,0
1913,06111,Aug,0.19
1914,06111,Aug,0
1915,06111,Aug,0
1916,06111,Aug,0.06
1917,06111,Aug,0.02
1918,06111,Aug,0.04
1919,06111,Aug,0
1920,06111,Aug,0.04
1921,06111,Aug,0.01
1922,06111,Aug,0
1923,06111,Aug,0.12
1924,06111,Aug,0
1925,06111,Aug,0.21
1926,06111,Aug,0
1927,06111,Aug,0.02
1928,06111,Aug,0
1929,06111,Aug,0.08
1930,06111,Aug,0
1931,06111,Aug,0.22
1932,06111,Aug,0
1933,06111,Aug,0.12
1934,06111,Aug,0
1935,06111,Aug,0.33
1936,06111,Aug,0.22
1937,06111,Aug,0
1938,06111,Aug,0.1
1939,06111,Aug,0.03
1940,06111,Aug,0
1941,06111,Aug,0.05
1942,06111,Aug,0.19
1943,06111,Aug,0
1944,06111,Aug,0
1945,06111,Aug,0.12
1946,06111,Aug,0
1947,06111,Aug,0.13
1948,06111,Aug,0
1949,06111,Aug,0
1950,06111,Aug,0
1951,06111,Aug,0.06
1952,06111,Aug,0.01
1953,06111,Aug,0.01
1954,06111,Aug,0
1955,06111,Aug,0.04
1956,06111,Aug,0
1957,06111,Aug,0
1958,06111,Aug,0.02
1959,06111,Aug,0.01
1960,06111,Aug,0
1961,06111,Aug,0.19
1962,06111,Aug,0
1963,06111,Aug,0.1
1964,06111,Aug,0.07
1965,06111,Aug,0.15
1966,06111,Aug,0.01
1967,06111,Aug,0.01
1968,06111,Aug,0.1
1969,06111,Aug,0
1970,06111,Aug,0
1971,06111,Aug,0.01
1972,06111,Aug,0.09
1973,06111,Aug,0
1974,06111,Aug,0.02
1975,06111,Aug,0.04
1976,06111,Aug,0.09
1977,06111,Aug,0.36
1978,06111,Aug,0.05
1979,06111,Aug,0
1980,06111,Aug,0
1981,06111,Aug,0
1982,06111,Aug,0.04
1983,06111,Aug,0.36
1984,06111,Aug,0.12
1985,06111,Aug,0
1986,06111,Aug,0
1987,06111,Aug,0.03
1988,06111,Aug,0.01
1989,06111,Aug,0
1990,06111,Aug,0.05
1991,06111,Aug,0.02
1992,06111,Aug,0
1993,06111,Aug,0
1994,06111,Aug,0
1995,06111,Aug,0
1996,06111,Aug,0.03
1997,06111,Aug,0
1998,06111,Aug,0
1999,06111,Aug,0
2000,06111,Aug,0.05
2001,06111,Aug,0
2002,06111,Aug,0
2003,06111,Aug,0.02
2004,06111,Aug,0
2005,06111,Aug,0.04
2006,06111,Aug,0.01
2007,06111,Aug,0.01
2008,06111,Aug,0.05
2009,06111,Aug,0.02
2010,06111,Aug,0
2011,06111,Aug,0.01
2012,06111,Aug,0.02
2013,06111,Aug,0
2014,06111,Aug,0.12
2015,06111,Aug,0
2016,06111,Aug,0
2017,06111,Aug,0.1
2018,06111,Aug,0
2019,06111,Aug,0
2020,06111,Aug,0
2021,06111,Aug,0.01
2022,06111,Aug,0
2023,06111,Aug,0.32
1895,06113,Aug,0.02
1896,06113,Aug,0.19
1897,06113,Aug,0.02
1898,06113,Aug,0
1899,06113,Aug,0.06
1900,06113,Aug,0
1901,06113,Aug,0
1902,06113,Aug,0
1903,06113,Aug,0
1904,06113,Aug,0.09
1905,06113,Aug,0.01
1906,06113,Aug,0
1907,06113,Aug,0
1908,06113,Aug,0
1909,06113,Aug,0
1910,06113,Aug,0
1911,06113,Aug,0
1912,06113,Aug,0
1913,06113,Aug,0
1914,06113,Aug,0
1915,06113,Aug,0
1916,06113,Aug,0.1
1917,06113,Aug,0
1918,06113,Aug,0
1919,06113,Aug,0
1920,06113,Aug,0.02
1921,06113,Aug,0
1922,06113,Aug,0
1923,06113,Aug,0.03
1924,06113,Aug,0
1925,06113,Aug,0.04
1926,06113,Aug,0.07
1927,06113,Aug,0.01
1928,06113,Aug,0
1929,06113,Aug,0
1930,06113,Aug,0
1931,06113,Aug,0
1932,06113,Aug,0
1933,06113,Aug,0
1934,06113,Aug,0
1935,06113,Aug,0.01
1936,06113,Aug,0
1937,06113,Aug,0
1938,06113,Aug,0
1939,06113,Aug,0
1940,06113,Aug,0
1941,06113,Aug,0.01
1942,06113,Aug,0
1943,06113,Aug,0
1944,06113,Aug,0
1945,06113,Aug,0
1946,06113,Aug,0
1947,06113,Aug,0.01
1948,06113,Aug,0
1949,06113,Aug,0.03
1950,06113,Aug,0
1951,06113,Aug,0
1952,06113,Aug,0
1953,06113,Aug,0.14
1954,06113,Aug,0.17
1955,06113,Aug,0
1956,06113,Aug,0
1957,06113,Aug,0
1958,06113,Aug,0.01
1959,06113,Aug,0
1960,06113,Aug,0
1961,06113,Aug,0.03
1962,06113,Aug,0.04
1963,06113,Aug,0
1964,06113,Aug,0.07
1965,06113,Aug,0.24
1966,06113,Aug,0.08
1967,06113,Aug,0
1968,06113,Aug,0.16
1969,06113,Aug,0
1970,06113,Aug,0
1971,06113,Aug,0
1972,06113,Aug,0
1973,06113,Aug,0
1974,06113,Aug,0.02
1975,06113,Aug,0.14
1976,06113,Aug,0.24
1977,06113,Aug,0
1978,06113,Aug,0
1979,06113,Aug,0.02
1980,06113,Aug,0
1981,06113,Aug,0
1982,06113,Aug,0
1983,06113,Aug,0.1
1984,06113,Aug,0.19
1985,06113,Aug,0.04
1986,06113,Aug,0
1987,06113,Aug,0
1988,06113,Aug,0
1989,06113,Aug,0.09
1990,06113,Aug,0
1991,06113,Aug,0.04
1992,06113,Aug,0
1993,06113,Aug,0
1994,06113,Aug,0
1995,06113,Aug,0
1996,06113,Aug,0
1997,06113,Aug,0.21
1998,06113,Aug,0
1999,06113,Aug,0.01
2000,06113,Aug,0
2001,06113,Aug,0
2002,06113,Aug,0
2003,06113,Aug,0.22
2004,06113,Aug,0
2005,06113,Aug,0
2006,06113,Aug,0
2007,06113,Aug,0
2008,06113,Aug,0
2009,06113,Aug,0
2010,06113,Aug,0
2011,06113,Aug,0
2012,06113,Aug,0
2013,06113,Aug,0
2014,06113,Aug,0.02
2015,06113,Aug,0.01
2016,06113,Aug,0
2017,06113,Aug,0
2018,06113,Aug,0
2019,06113,Aug,0
2020,06113,Aug,0.04
2021,06113,Aug,0
2022,06113,Aug,0
2023,06113,Aug,0.03
1895,06115,Aug,0.15
1896,06115,Aug,0.22
1897,06115,Aug,0.05
1898,06115,Aug,0.01
1899,06115,Aug,0.29
1900,06115,Aug,0.01
1901,06115,Aug,0.05
1902,06115,Aug,0.02
1903,06115,Aug,0.03
1904,06115,Aug,0.1
1905,06115,Aug,0.13
1906,06115,Aug,0.05
1907,06115,Aug,0
1908,06115,Aug,0
1909,06115,Aug,0
1910,06115,Aug,0
1911,06115,Aug,0
1912,06115,Aug,0
1913,06115,Aug,0.01
1914,06115,Aug,0
1915,06115,Aug,0
1916,06115,Aug,0.02
1917,06115,Aug,0.01
1918,06115,Aug,0
1919,06115,Aug,0
1920,06115,Aug,0.21
1921,06115,Aug,0
1922,06115,Aug,0
1923,06115,Aug,0.04
1924,06115,Aug,0.01
1925,06115,Aug,0.23
1926,06115,Aug,0.01
1927,06115,Aug,0
1928,06115,Aug,0
1929,06115,Aug,0
1930,06115,Aug,0.01
1931,06115,Aug,0
1932,06115,Aug,0.01
1933,06115,Aug,0
1934,06115,Aug,0.01
1935,06115,Aug,0
1936,06115,Aug,0.01
1937,06115,Aug,0
1938,06115,Aug,0
1939,06115,Aug,0
1940,06115,Aug,0
1941,06115,Aug,0
1942,06115,Aug,0
1943,06115,Aug,0
1944,06115,Aug,0
1945,06115,Aug,0
1946,06115,Aug,0
1947,06115,Aug,0.01
1948,06115,Aug,0
1949,06115,Aug,0.14
1950,06115,Aug,0.01
1951,06115,Aug,0.01
1952,06115,Aug,0
1953,06115,Aug,0.16
1954,06115,Aug,0.29
1955,06115,Aug,0
1956,06115,Aug,0
1957,06115,Aug,0
1958,06115,Aug,0.03
1959,06115,Aug,0.11
1960,06115,Aug,0.03
1961,06115,Aug,0.06
1962,06115,Aug,0.17
1963,06115,Aug,0
1964,06115,Aug,0.08
1965,06115,Aug,0.62
1966,06115,Aug,0.01
1967,06115,Aug,0.02
1968,06115,Aug,0.55
1969,06115,Aug,0
1970,06115,Aug,0
1971,06115,Aug,0.06
1972,06115,Aug,0.01
1973,06115,Aug,0.03
1974,06115,Aug,0.03
1975,06115,Aug,0.5
1976,06115,Aug,0.61
1977,06115,Aug,0.07
1978,06115,Aug,0
1979,06115,Aug,0.24
1980,06115,Aug,0.06
1981,06115,Aug,0
1982,06115,Aug,0.05
1983,06115,Aug,0.2
1984,06115,Aug,0.42
1985,06115,Aug,0.11
1986,06115,Aug,0
1987,06115,Aug,0
1988,06115,Aug,0
1989,06115,Aug,0.3
1990,06115,Aug,0.02
1991,06115,Aug,0.15
1992,06115,Aug,0.02
1993,06115,Aug,0.29
1994,06115,Aug,0
1995,06115,Aug,0
1996,06115,Aug,0.01
1997,06115,Aug,0.51
1998,06115,Aug,0
1999,06115,Aug,0.09
2000,06115,Aug,0
2001,06115,Aug,0
2002,06115,Aug,0
2003,06115,Aug,0.61
2004,06115,Aug,0
2005,06115,Aug,0
2006,06115,Aug,0
2007,06115,Aug,0
2008,06115,Aug,0
2009,06115,Aug,0.02
2010,06115,Aug,0.04
2011,06115,Aug,0
2012,06115,Aug,0.01
2013,06115,Aug,0.01
2014,06115,Aug,0.17
2015,06115,Aug,0.03
2016,06115,Aug,0
2017,06115,Aug,0.01
2018,06115,Aug,0
2019,06115,Aug,0
2020,06115,Aug,0.05
2021,06115,Aug,0
2022,06115,Aug,0.03
2023,06115,Aug,0.16
1895,06001,Sep,0.5
1896,06001,Sep,0.47
1897,06001,Sep,0.15
1898,06001,Sep,0.86
1899,06001,Sep,0.03
1900,06001,Sep,0.12
1901,06001,Sep,0.68
1902,06001,Sep,0
1903,06001,Sep,0
1904,06001,Sep,1.24
1905,06001,Sep,0.01
1906,06001,Sep,0.21
1907,06001,Sep,0.11
1908,06001,Sep,0.11
1909,06001,Sep,0.88
1910,06001,Sep,0.13
1911,06001,Sep,0
1912,06001,Sep,0.67
1913,06001,Sep,0
1914,06001,Sep,0.01
1915,06001,Sep,0.02
1916,06001,Sep,0.71
1917,06001,Sep,0.1
1918,06001,Sep,1.24
1919,06001,Sep,0.67
1920,06001,Sep,0.08
1921,06001,Sep,0.16
1922,06001,Sep,0
1923,06001,Sep,0.87
1924,06001,Sep,0.01
1925,06001,Sep,0.2
1926,06001,Sep,0
1927,06001,Sep,0.02
1928,06001,Sep,0.01
1929,06001,Sep,0
1930,06001,Sep,0.2
1931,06001,Sep,0
1932,06001,Sep,0
1933,06001,Sep,0.03
1934,06001,Sep,0.31
1935,06001,Sep,0.01
1936,06001,Sep,0
1937,06001,Sep,0
1938,06001,Sep,0.09
1939,06001,Sep,0.4
1940,06001,Sep,0.29
1941,06001,Sep,0
1942,06001,Sep,0.14
1943,06001,Sep,0
1944,06001,Sep,0
1945,06001,Sep,0.01
1946,06001,Sep,0.05
1947,06001,Sep,0
1948,06001,Sep,0.02
1949,06001,Sep,0.05
1950,06001,Sep,0.08
1951,06001,Sep,0.03
1952,06001,Sep,0.04
1953,06001,Sep,0
1954,06001,Sep,0.01
1955,06001,Sep,0.03
1956,06001,Sep,0.5
1957,06001,Sep,0.61
1958,06001,Sep,0.09
1959,06001,Sep,1.23
1960,06001,Sep,0.01
1961,06001,Sep,0.33
1962,06001,Sep,0.06
1963,06001,Sep,0.27
1964,06001,Sep,0.01
1965,06001,Sep,0.01
1966,06001,Sep,0.15
1967,06001,Sep,0.03
1968,06001,Sep,0.01
1969,06001,Sep,0.08
1970,06001,Sep,0
1971,06001,Sep,0.22
1972,06001,Sep,0.69
1973,06001,Sep,0.26
1974,06001,Sep,0
1975,06001,Sep,0.01
1976,06001,Sep,0.87
1977,06001,Sep,0.68
1978,06001,Sep,0.32
1979,06001,Sep,0
1980,06001,Sep,0
1981,06001,Sep,0.11
1982,06001,Sep,1.15
1983,06001,Sep,0.83
1984,06001,Sep,0.11
1985,06001,Sep,0.36
1986,06001,Sep,0.89
1987,06001,Sep,0
1988,06001,Sep,0
1989,06001,Sep,1.12
1990,06001,Sep,0.17
1991,06001,Sep,0.05
1992,06001,Sep,0.01
1993,06001,Sep,0
1994,06001,Sep,0.07
1995,06001,Sep,0
1996,06001,Sep,0.02
1997,06001,Sep,0.02
1998,06001,Sep,0.16
1999,06001,Sep,0.13
2000,06001,Sep,0.22
2001,06001,Sep,0.15
2002,06001,Sep,0
2003,06001,Sep,0.01
2004,06001,Sep,0.29
2005,06001,Sep,0.12
2006,06001,Sep,0
2007,06001,Sep,0.22
2008,06001,Sep,0
2009,06001,Sep,0.27
2010,06001,Sep,0.01
2011,06001,Sep,0
2012,06001,Sep,0
2013,06001,Sep,0.54
2014,06001,Sep,0.39
2015,06001,Sep,0.04
2016,06001,Sep,0
2017,06001,Sep,0.06
2018,06001,Sep,0
2019,06001,Sep,0.19
2020,06001,Sep,0
2021,06001,Sep,0.02
2022,06001,Sep,0.59
2023,06001,Sep,-9.99
1895,06003,Sep,1.63
1896,06003,Sep,1.02
1897,06003,Sep,0.25
1898,06003,Sep,1.23
1899,06003,Sep,0
1900,06003,Sep,0.79
1901,06003,Sep,1.97
1902,06003,Sep,0
1903,06003,Sep,0.2
1904,06003,Sep,4.03
1905,06003,Sep,0.19
1906,06003,Sep,0.22
1907,06003,Sep,0.01
1908,06003,Sep,0.7
1909,06003,Sep,0.21
1910,06003,Sep,1.24
1911,06003,Sep,0.08
1912,06003,Sep,1.44
1913,06003,Sep,0.06
1914,06003,Sep,0.5
1915,06003,Sep,0.29
1916,06003,Sep,0.93
1917,06003,Sep,0.06
1918,06003,Sep,3.61
1919,06003,Sep,1.03
1920,06003,Sep,0.39
1921,06003,Sep,0.31
1922,06003,Sep,0
1923,06003,Sep,2.76
1924,06003,Sep,0.38
1925,06003,Sep,0.91
1926,06003,Sep,0
1927,06003,Sep,0.28
1928,06003,Sep,0.03
1929,06003,Sep,0.09
1930,06003,Sep,2.36
1931,06003,Sep,0.63
1932,06003,Sep,0.44
1933,06003,Sep,0.17
1934,06003,Sep,0.83
1935,06003,Sep,0
1936,06003,Sep,0.36
1937,06003,Sep,0.04
1938,06003,Sep,0.4
1939,06003,Sep,2.36
1940,06003,Sep,0.18
1941,06003,Sep,0.17
1942,06003,Sep,0.12
1943,06003,Sep,0.01
1944,06003,Sep,0.28
1945,06003,Sep,0.16
1946,06003,Sep,0.37
1947,06003,Sep,0.11
1948,06003,Sep,0.34
1949,06003,Sep,0.13
1950,06003,Sep,0.8
1951,06003,Sep,0.03
1952,06003,Sep,0.96
1953,06003,Sep,0.08
1954,06003,Sep,0
1955,06003,Sep,1.13
1956,06003,Sep,0.92
1957,06003,Sep,0.59
1958,06003,Sep,0.97
1959,06003,Sep,3.39
1960,06003,Sep,0.44
1961,06003,Sep,1.35
1962,06003,Sep,0.34
1963,06003,Sep,2.05
1964,06003,Sep,0.09
1965,06003,Sep,1.09
1966,06003,Sep,0.61
1967,06003,Sep,1.97
1968,06003,Sep,0.19
1969,06003,Sep,0.41
1970,06003,Sep,0.14
1971,06003,Sep,0.62
1972,06003,Sep,1.86
1973,06003,Sep,0.16
1974,06003,Sep,0
1975,06003,Sep,1.1
1976,06003,Sep,1.88
1977,06003,Sep,0.51
1978,06003,Sep,2.65
1979,06003,Sep,0.08
1980,06003,Sep,0.93
1981,06003,Sep,0.73
1982,06003,Sep,4.2
1983,06003,Sep,2.68
1984,06003,Sep,0.41
1985,06003,Sep,2.91
1986,06003,Sep,2
1987,06003,Sep,0.1
1988,06003,Sep,0.23
1989,06003,Sep,2.97
1990,06003,Sep,0.77
1991,06003,Sep,0.89
1992,06003,Sep,0.39
1993,06003,Sep,0.01
1994,06003,Sep,0.94
1995,06003,Sep,0.07
1996,06003,Sep,0.16
1997,06003,Sep,0.6
1998,06003,Sep,3.19
1999,06003,Sep,0.45
2000,06003,Sep,0.95
2001,06003,Sep,0.55
2002,06003,Sep,0.3
2003,06003,Sep,0.35
2004,06003,Sep,0.2
2005,06003,Sep,0.61
2006,06003,Sep,0.17
2007,06003,Sep,0.79
2008,06003,Sep,0
2009,06003,Sep,0.15
2010,06003,Sep,0.03
2011,06003,Sep,1.17
2012,06003,Sep,0.33
2013,06003,Sep,0.89
2014,06003,Sep,1.52
2015,06003,Sep,0.39
2016,06003,Sep,0.32
2017,06003,Sep,2.39
2018,06003,Sep,0.1
2019,06003,Sep,0.87
2020,06003,Sep,0.22
2021,06003,Sep,0.21
2022,06003,Sep,1.49
2023,06003,Sep,-9.99
1895,06005,Sep,2.12
1896,06005,Sep,0.55
1897,06005,Sep,0.21
1898,06005,Sep,0.75
1899,06005,Sep,0
1900,06005,Sep,0.36
1901,06005,Sep,1.84
1902,06005,Sep,0
1903,06005,Sep,0.02
1904,06005,Sep,3.02
1905,06005,Sep,0.09
1906,06005,Sep,0.27
1907,06005,Sep,0.01
1908,06005,Sep,0.5
1909,06005,Sep,0.07
1910,06005,Sep,1.04
1911,06005,Sep,0.11
1912,06005,Sep,2.55
1913,06005,Sep,0.01
1914,06005,Sep,0.17
1915,06005,Sep,0.19
1916,06005,Sep,0.44
1917,06005,Sep,0.23
1918,06005,Sep,2.85
1919,06005,Sep,1.26
1920,06005,Sep,0.17
1921,06005,Sep,0.22
1922,06005,Sep,0
1923,06005,Sep,2.26
1924,06005,Sep,0.17
1925,06005,Sep,0.65
1926,06005,Sep,0
1927,06005,Sep,0.1
1928,06005,Sep,0
1929,06005,Sep,0.03
1930,06005,Sep,0.51
1931,06005,Sep,0.03
1932,06005,Sep,0.03
1933,06005,Sep,0.29
1934,06005,Sep,0.9
1935,06005,Sep,0
1936,06005,Sep,0.43
1937,06005,Sep,0.01
1938,06005,Sep,0.36
1939,06005,Sep,1.69
1940,06005,Sep,0.11
1941,06005,Sep,0.33
1942,06005,Sep,0.04
1943,06005,Sep,0.01
1944,06005,Sep,0.31
1945,06005,Sep,0.08
1946,06005,Sep,0.32
1947,06005,Sep,0.03
1948,06005,Sep,0.07
1949,06005,Sep,0.12
1950,06005,Sep,0.65
1951,06005,Sep,0.01
1952,06005,Sep,0.54
1953,06005,Sep,0.02
1954,06005,Sep,0.01
1955,06005,Sep,0.34
1956,06005,Sep,0.64
1957,06005,Sep,0.5
1958,06005,Sep,0.38
1959,06005,Sep,2.67
1960,06005,Sep,0.15
1961,06005,Sep,0.61
1962,06005,Sep,0.06
1963,06005,Sep,0.65
1964,06005,Sep,0.07
1965,06005,Sep,0.2
1966,06005,Sep,0.11
1967,06005,Sep,0.48
1968,06005,Sep,0.05
1969,06005,Sep,0.3
1970,06005,Sep,0.06
1971,06005,Sep,0.64
1972,06005,Sep,1.81
1973,06005,Sep,0.42
1974,06005,Sep,0
1975,06005,Sep,0.15
1976,06005,Sep,0.96
1977,06005,Sep,0.49
1978,06005,Sep,2.65
1979,06005,Sep,0.01
1980,06005,Sep,0.14
1981,06005,Sep,0.44
1982,06005,Sep,3.08
1983,06005,Sep,1.5
1984,06005,Sep,0.16
1985,06005,Sep,1.49
1986,06005,Sep,2.35
1987,06005,Sep,0.02
1988,06005,Sep,0.09
1989,06005,Sep,2.75
1990,06005,Sep,0.2
1991,06005,Sep,0.15
1992,06005,Sep,0.09
1993,06005,Sep,0
1994,06005,Sep,0.49
1995,06005,Sep,0
1996,06005,Sep,0.17
1997,06005,Sep,0.13
1998,06005,Sep,1.14
1999,06005,Sep,0.07
2000,06005,Sep,1.03
2001,06005,Sep,0.4
2002,06005,Sep,0.05
2003,06005,Sep,0.07
2004,06005,Sep,0.42
2005,06005,Sep,0.64
2006,06005,Sep,0.03
2007,06005,Sep,0.4
2008,06005,Sep,0
2009,06005,Sep,0.14
2010,06005,Sep,0.01
2011,06005,Sep,0.39
2012,06005,Sep,0.16
2013,06005,Sep,1.18
2014,06005,Sep,0.93
2015,06005,Sep,0.07
2016,06005,Sep,0.05
2017,06005,Sep,0.41
2018,06005,Sep,0.01
2019,06005,Sep,1.13
2020,06005,Sep,0.05
2021,06005,Sep,0.27
2022,06005,Sep,1.12
2023,06005,Sep,-9.99
1895,06007,Sep,2.9
1896,06007,Sep,1.15
1897,06007,Sep,0.56
1898,06007,Sep,0.39
1899,06007,Sep,0.07
1900,06007,Sep,0.34
1901,06007,Sep,2.48
1902,06007,Sep,0.02
1903,06007,Sep,0.19
1904,06007,Sep,3.26
1905,06007,Sep,0.34
1906,06007,Sep,0.53
1907,06007,Sep,0.07
1908,06007,Sep,0.21
1909,06007,Sep,1.52
1910,06007,Sep,0.98
1911,06007,Sep,0.36
1912,06007,Sep,3.16
1913,06007,Sep,0.03
